"ID","Title","Link","Company","Location","Remote","Experience","EmploymentType","DatePosted","Section_0","Section_1","Section_10","Section_12","Section_13","Section_14","Section_15","Section_16","Section_17","Section_2","Section_3","Section_4","Section_6","Section_7","Section_9","Section_11","Section_18","Section_19","Section_20","Section_5","Section_8","Section_21","Section_22","Section_23","Section_24","Section_25","Section_26","Section_27","Section_28","Section_30","Section_31","Section_32","Section_33"
2031916,"VP Growth and Product Marketing","https://careers.duolingo.com/jobs/7781505002?gh_jid=7781505002","Duolingo","New York","No","15","Full time","2025-02-05T03:13:08.379477Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and thats where you come in!","At Duolingo, youll join a team that cares about educating our users, experimenting with big ideas, making fact-based decisions, and finding innovative solutions to complex problems. Youll have limitless learning opportunities and daily collaborations with world-class minds  while doing work thats both meaningful and fun.",,"Extensive expertise 15 years of experience leading growth marketing functions.
Proven leadership Exceptional skills in leading high-performing teams.
Cross-functional success Demonstrated ability to lead complex, high-stakes projects with Marketing, Engineering, Product, and Design partners.
Business impact A track record of driving measurable business growth.
Strategic influence Experience as part of a senior leadership team, shaping business strategy.
A highly analytical approach with strong critical thinking abilities.
Experience in a fast-paced, experimental culture that prioritizes speed.
An ability to thrive in cross-functional environments and influence at all levels.
Outstanding people management skills.",,"Exceptional candidates will have...","Experience in app-based and subscription businesses.
A background in Product Management andor Data Science.
A STEM degree.","Take a peek at how we care for our employees' holistic well-being with our benefits here.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","Join our life-changing mission to develop education for our half a billion (and growing!) learners around the world.","Read our blog to learn more.","About the role...","Were looking for an exceptional leader to drive our growth marketing efforts. Reporting directly to the CMO, you will lead a high-impact team dedicated to user growth, encompassing data-driven disciplines within the Marketing organization Performance Marketing, Growth Strategy, Marketing Analytics, Product Marketing, CRM, and Consumer Insights.",,"Shaping Duolingos growth Own a multi-million-dollar budget to drive user growth.
Driving strategic insights Equip the Marketing team with data, and insights to guide our overall strategy.
Collaborating across functions Partner closely with Product to build awareness and drive adoption of new features and products.
Innovative strategy Conceptualize new strategies and creative tactics to fuel growth across the user lifecycle stages, and unlock untapped opportunities.","You have...","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.","We post a multi-level salary range for all of our roles.","Lead Duolingo's global growth and product marketing team","You will be in charge of...","This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.",,,,,,,,,,,
2026745,"Country Marketing Manager, Poland","https://careers.duolingo.com/jobs/7779503002?gh_jid=7779503002","Duolingo","Warsaw","Yes","5","Full time","2025-02-05T03:13:08.379492Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and thats where you come in!","At Duolingo, youll join a team that cares about educating our users, experimenting with big ideas, making fact-based decisions, and finding innovative solutions to complex problems. Youll have limitless learning opportunities and daily collaborations with world-class minds  while doing work thats both meaningful and fun.",,"Experience in conceiving, developing, and leading all aspects of Marketing and PR communication ideas throughout their full cycle
Culturally clued up and immersed in trends in particular with Social Media. You understand what Polish consumers care about now and craft ideas that will capture attention.
Track record of achieving great results with ideas rather than large budgets
Storyteller, with writing skills and the creativity to build compelling customer-centric narratives",,"Requirements","5 years of consumer marketing experience with a strong focus on social media and growth marketing
Experience working as part of a remote team, building strong HQ relationships, and influencing effectively for local market needs
Proficient in Polish with excellent English speaking and writing skills",,"Exceptional candidates will have...","Join our life-changing mission to develop education for our half a billion (and growing!) learners around the world.","Read our blog to learn more.","Make the worlds most popular language-learning app famous in Poland.","Reporting to the Regional Marketing Director, you will partner closely with Global Marketing and Product teams in Pittsburgh, New York, and Country Marketing Managers around the world to find opportunities and come up with new, creative tactics and campaigns relevant to the Polish consumer.","We want a creative leader with deep consumer understanding and proven experience in devising campaigns that drive buzz, growth, and earned media with expertise in Social, creative marketing, and PR. As a member of a geographically distributed organization, the ideal candidate will not only be an outstanding, self-motivated creative talent but also a proactive and team-oriented communicator.","Leverage market insights to develop a marketing strategy to grow Duolingo's awareness, brand love and expand the number of users in Poland
Hire and lead agencies or contractors required to deliver the marketing plan
Implement the plan with a focus on social media, partnerships, brand, acquisition campaigns, and PR.
Act as a local spokesperson sourcing and managing speaking opportunities in Poland for yourself and relevant executives
Analyze the results of the local marketing efforts and adjust the plan
Partner with Marketing and Product teams to develop localized product messaging and positioning for feature and product launches","You have...","Passion for our mission to make high-quality language learning accessible to everyone
Experience with mobile apps and subscription services
Experience successfully scaling international brands in Poland
Proficient in a 3rd language","Take a peek at how we care for our employees' holistic well-being with our benefits here.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","We are seeking an experienced, creative marketer to help us build awareness and accelerate our growth across Poland. As our resident expert on the market, you will use your skills including social media, influencer marketing, PR, and advertising to drive awareness, build a loved brand, and bring new users to Duolingo.","You will...","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.",,,,,,,,,,
1997379,"Senior Product Designer, Growth","https://careers.duolingo.com/jobs/7766833002?gh_jid=7766833002","Duolingo","Beijing","No","Not specified","Full time","2025-02-05T03:13:08.379507Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and even though we've made a lot of headway, we still have work to do  and thats where you come in!","Duolingos designers care about creating high-quality experiences that look and feel fun. From animators to writers, product designers to researchers, Design brings purpose, feeling, and delight to every interaction with our brand, inside the app and out. As a designer, youll join a culture of creativity and craft, where we have a high bar for excellence and an endless curiosity about how to bring more unexpected quirk and fun to the pursuit of learning.","You have...",,"Exceptional candidates will have...","Proven experience working at a high-paced tech start-up
Experience with illustration or animation (or both)
Experience participating in or leading user research sessions","Take a peek at how we care for our employees' holistic well-being with our benefits here.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","Join us in our mission to develop education for our half a billion (and growing!) learners around the world.","Join us as a Product Designer in our extraordinary Growth Area, which focuses on expanding the amount of learners worldwide that use Duolingo every day. This role reports to Design Manager, Growth.","We take pride in and agonize over crafting a user-friendly (and fun) experience for everyone.",,"You will...",,"An online portfolio with mobile app or web design samples
Design experience in a consumer application, product, or software role
A desire to strive for excellence in your work until all details are attended to
The ability to explain your work, process, and decisions and seek feedback to help you produce your best work
Ability to work from or relocate to Beijing","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.",,,"Will you join us on our mission?","Craft a fun and delightful user experience across the Duolingo app on mobile and web, via features like the streak, leaderboard, achievements, and new ones you'll invent.
Help engineers and product managers define both the long-term strategy and the short-term tactics for our products.
Work collaboratively with other designers to develop and expand product design patterns
Sometimes work on very broadly defined, loose concepts, and sometimes on narrowly defined, tactical features
Work in a highly energetic fashion with the design and product teams
Consider all parts when crafting the experiencefrom copy to interaction design to visual design",,,,,,,,,,,,
1997378,"Senior Product Designer, Growth","https://careers.duolingo.com/jobs/7768156002?gh_jid=7768156002","Duolingo","New York","No","Not specified","Full time","2025-02-05T03:13:08.379521Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and even though we've made a lot of headway, we still have work to do  and thats where you come in!","Duolingos designers care about creating high-quality experiences that look and feel fun. From animators to writers, product designers to researchers, Design brings purpose, feeling, and delight to every interaction with our brand, inside the app and out. As a designer, youll join a culture of creativity and craft, where we have a high bar for excellence and an endless curiosity about how to bring more unexpected quirk and fun to the pursuit of learning.","An online portfolio with mobile app or web design samples
Design experience in a consumer application, product, or software role
A desire to strive for excellence in your work until all details are attended to
The ability to explain your work, process, and decisions and seek feedback to help you produce your best work","Exceptional candidates will have...","Have worked at a high-paced tech start-up
Illustration andor animation skill-set
Experience participating in or leading user research sessions","Please include a link to your portfolio showcasing relevant work samples. A portfolio submission is mandatory for consideration of your candidacy.","Take a peek at how we care for our employees' holistic well-being with our benefits here.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","Join us in our mission to develop education for our half a billion (and growing!) learners around the world.","This role reports to the Product Design Director or Growth as a member of the Design team, the instrumental creative partner in most projects at Duolingofrom our mobile apps and website to the brand voice and email newsletters, and even community events. At Duolingo, we take pride in and agonize over crafting a user-friendly (and fun) experience for everyone.","The Growth area makes it enjoyable for users to build a regular learning habit through features like the streak, leaderboards, friendship mechanics, achievements, notifications, animations and more. The work we do is a combination of strategic iterations mixed with thrilling big bets.","You will...","Work on the user experience across Growth within the Duolingo app
Play a leadership role on the Growth design team
Work collaboratively with designers and artists to build upon and expand the Duolingo design language
Partner with engineers and product managers to define both the long-term strategy and the short-term tactics for our products
Sometimes work on very broadly defined, loose concepts, and sometimes on narrowly defined, tactical features
Work in a highly energetic fashion with the design and product teams
Consider all parts when crafting the experience from copy to animation to business impact","You have...",,"By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.","We post a multi-level salary range for all of our roles.","This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.",,,,,,,,,,,,,,
1997377,"Senior Product Designer, Growth","https://careers.duolingo.com/jobs/7768158002?gh_jid=7768158002","Duolingo","Pittsburgh","No","Not specified","Full time","2025-02-05T03:13:08.379547Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and even though we've made a lot of headway, we still have work to do  and thats where you come in!","Duolingos designers care about creating high-quality experiences that look and feel fun. From animators to writers, product designers to researchers, Design brings purpose, feeling, and delight to every interaction with our brand, inside the app and out. As a designer, youll join a culture of creativity and craft, where we have a high bar for excellence and an endless curiosity about how to bring more unexpected quirk and fun to the pursuit of learning.","You have...",,"Exceptional candidates will have...","Have worked at a high-paced tech start-up
Illustration andor animation skill-set
Experience participating in or leading user research sessions","Please include a link to your portfolio showcasing relevant work samples. A portfolio submission is mandatory for consideration of your candidacy.","Take a peek at how we care for our employees' holistic well-being with our benefits here.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","Join us in our mission to develop education for our half a billion (and growing!) learners around the world.","This role reports to the Product Design Director or Growth as a member of the Design team, the instrumental creative partner in most projects at Duolingofrom our mobile apps and website to the brand voice and email newsletters, and even community events. At Duolingo, we take pride in and agonize over crafting a user-friendly (and fun) experience for everyone.","The Growth area makes it enjoyable for users to build a regular learning habit through features like the streak, leaderboards, friendship mechanics, achievements, notifications, animations and more. The work we do is a combination of strategic iterations mixed with thrilling big bets.","You will...","Work on the user experience across Growth within the Duolingo app
Play a leadership role on the Growth design team
Work collaboratively with designers and artists to build upon and expand the Duolingo design language
Partner with engineers and product managers to define both the long-term strategy and the short-term tactics for our products
Sometimes work on very broadly defined, loose concepts, and sometimes on narrowly defined, tactical features
Work in a highly energetic fashion with the design and product teams
Consider all parts when crafting the experience from copy to animation to business impact",,"An online portfolio with mobile app or web design samples
Design experience in a consumer application, product, or software role
A desire to strive for excellence in your work until all details are attended to
The ability to explain your work, process, and decisions and seek feedback to help you produce your best work","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.","We post a multi-level salary range for all of our roles.",,,"This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.",,,,,,,,,,,
1958893,"Senior Software Engineer, Full Stack","https://careers.duolingo.com/jobs/7753647002?gh_jid=7753647002","Duolingo","Pittsburgh","No","Not specified","Full time","2025-02-05T03:13:08.379561Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and thats where you come in!","At Duolingo, youll join a team that cares about finding innovative solutions to complex technical problems, running countless experiments (300 at a time!) with our massive user base to make data-driven decisions, and educating our users and employees alike. Youll have limitless learning opportunities, mentorship and collaboration with world-class minds, and a variety of projects with large scopes  while doing work thats both fun and meaningful.","You have...",,"Exceptional candidates will have...","B.A.B.S. in Computer Science or a related field.
Programming experience in Python technical expertise in distributed systems, including microservices, databases, caching, and cloud services.
Familiarity with test harnesses, measuring test effectiveness, effectively finding gaps in product code, and briefly presenting it to the community for further improvements.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","Take a peek at how we care for our employees' holistic well-being with our benefits here.","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","Join our life-changing mission to develop education for our half a billion (and growing!) learners around the world.","As a software engineer, you will work on a specific project critical to Duolingos needs, with opportunities to switch projects as we grow and evolve. We need our engineers to be versatile, display leadership skills, and be enthusiastic about tackling new problems across the full stack as we continue to innovate.",,,"You will...",,"Strong competencies in data structures, algorithms, and software design.
Strong understanding of modern web development tools, knowledge of public cloud infrastructure (AWS, Google Cloud) , and CICD pipelines (Jenkins, Travis, GitLab).
Organizational skills to design, plan, prioritize, drive, and successfully launch technical projects.
Mentorship skills to bring along junior engineers.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice","We post a multi-level salary range for all of our roles.","This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.","As an engineer on the Test Scoring team for the Duolingo English Test, you will help advance the state of the art in language testing. You will work closely with AI researchers and assessment scientists to pioneer innovative and AI-driven ways to assess language ability while maintaining critical infrastructure and strengthening the tests reliability. You will advance the teams mission to lower barriers and increase opportunities for English language learners everywhere.","Partner closely with engineers and AI researchers to develop innovative ways to assess language ability.
Develop, release, and maintain web-based services and infrastructure.
Define, own key test metrics, and advocate the best testing practices.",,,,,,,,,,,,
1953553,"Software Engineering Director, Duolingo English Test","https://careers.duolingo.com/jobs/7730753002?gh_jid=7730753002","Duolingo","Pittsburgh","No","Not specified","Full time","2025-02-05T03:13:08.379575Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and thats where you come in!","At Duolingo, youll join a team that cares about finding innovative solutions to complex technical problems, running countless experiments (300 at a time!) with our massive user base to make data-driven decisions, and educating our users and employees alike. Youll have limitless learning opportunities, mentorship and collaboration with world-class minds, and a variety of projects with large scopes  while doing work thats both fun and meaningful.","Experience in developing and leading a software engineering team and setting technical direction
Experience leading teams building MLAI systems
Proven track record as an effective manager of managers with experience in mentoring and coaching team members
Extensive experience in fast-growing, consumer-facing, data-driven companies
Excellent written and verbal communication skills","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.","We post a multi-level salary range for all of our roles.","This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.",,"Join our life-changing mission to develop education for our half a billion (and growing!) learners around the world.","As an Engineering Director at Duolingo, you'll have the unique opportunity to shape the future of language learning by leading a talented team of engineers in developing innovative solutions. This role combines strategic thinking, technical skill, and team leadership, requiring you to oversee project management, drive technical direction, and foster a culture of collaboration and growth","Duolingo English Test (DET)","You will...","Define strategies and roadmap for your team
Shape key decisions about architecture and implementation of scalable and high-quality engineering solutions
Drive the planning, execution, and success of elegant technical projects
Lead a team of software engineers to deliver new learning features that make a large impact on how well we teach languages","You have...","Take a peek at how we care for our employees' holistic well-being with our benefits here.",,,,"The Duolingo English Test (DET) is an alternative to traditional high-stakes testing  through a Duolingo-style experience. Students interested in studying abroad can use our platform to certify their English and be accepted by 5,000 higher education institutions worldwide. We make extensive use of AI and are always developing new security tools and proctoring technologies to enable students to take the test online, on-demand, anywhere in the world. In this role, you will lead the DET engineering organization and work directly with the business unit's executive team to make sure we continue to scale the DET's success.",,,,,,,,,,,,,
1953550,"Senior Product Manager, Math","https://careers.duolingo.com/jobs/7511544002?gh_jid=7511544002","Duolingo","Seattle","No","4","Full time","2025-02-05T03:13:08.379589Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and even though we've made a lot of headway, we still have work to do  and thats where you come in!","Our Product Managers (PMs) have ownership over product optimizations and features, from independently run experiments to major product decisions. Backed by strong analytical skills and business acumen, and inspired by access to senior leadership and transparency into how they make product decisions, our PMs develop insights that lead to new product ideas and Duolingos next beloved feature.","Take a peek at how we care for our employees' holistic well-being with our benefits here.","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.","We post a multi-level salary range for all of our roles.","This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.",,,"Join our life-changing mission to develop education for our half a billion (and growing!) learners around the world.","We are looking for a math enthusiast who can marry their understanding of core math concepts, with their passion for leveraging technology to build meaningful mathematical learning experiences. You will join our Math team to help us deliver the best education in the world through evidence-based practices. Join Duolingo to feel empowered as an educator, impacting millions of learners.",,,"Passion for math and an understanding of math fundamentals
4-6 years of product management experience with a proven track record
A desire to make the world a better place through technology and education
Ability to apply user insights, data, and statistical analyses to inform decisions
An instinct for creating simple and intuitive user experiences
Demonstrated ability to be resourceful, curious, and innovative
Experience leading projects and teams
Bachelors Degree in Engineering, Business, Design, Psychology, or equivalent","Advanced degree in Business, Computer Science, Design, Psychology, or equivalent
Extensive experience in fast-growing, consumer-facing apps that have strong IAP andor subscription growth.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.",,,,"Drive product features through their entire creative cycle ideation, specification, development, release, analysis, and iteration
Establish the product vision and strategy for your product area, and build alignment across product teams, cross-functional partners, and leadership team
Perform qualitative and quantitative research to explore and validate feature ideas
Partner with product designers to ensure a fun and delightful user experience in our product
Work with engineers to help guide feature development
Perform experiment analysis on features and find opportunities for optimization
Define your key performance indicator(s) that drive company goals, and achieve them!",,,,,,,,,,,,,
1953549,"Senior Product Manager, Math","https://careers.duolingo.com/jobs/7511541002?gh_jid=7511541002","Duolingo","Pittsburgh","No","4","Full time","2025-02-05T03:13:08.379603Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and even though we've made a lot of headway, we still have work to do  and thats where you come in!","Our Product Managers (PMs) have ownership over product optimizations and features, from independently run experiments to major product decisions. Backed by strong analytical skills and business acumen, and inspired by access to senior leadership and transparency into how they make product decisions, our PMs develop insights that lead to new product ideas and Duolingos next beloved feature.","Take a peek at how we care for our employees' holistic well-being with our benefits here.","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.","We post a multi-level salary range for all of our roles.","This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.",,,"Join our life-changing mission to develop education for our half a billion (and growing!) learners around the world.","We are looking for a math enthusiast who can marry their understanding of core math concepts, with their passion for leveraging technology to build meaningful mathematical learning experiences. You will join our Math team to help us deliver the best education in the world through evidence-based practices. Join Duolingo to feel empowered as an educator, impacting millions of learners.",,,"Passion for math and an understanding of math fundamentals
4-6 years of product management experience with a proven track record
A desire to make the world a better place through technology and education
Ability to apply user insights, data, and statistical analyses to inform decisions
An instinct for creating simple and intuitive user experiences
Demonstrated ability to be resourceful, curious, and innovative
Experience leading projects and teams
Bachelors Degree in Engineering, Business, Design, Psychology, or equivalent","Advanced degree in Business, Computer Science, Design, Psychology, or equivalent
Extensive experience in fast-growing, consumer-facing apps that have strong IAP andor subscription growth.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.",,,,"Drive product features through their entire creative cycle ideation, specification, development, release, analysis, and iteration
Establish the product vision and strategy for your product area, and build alignment across product teams, cross-functional partners, and leadership team
Perform qualitative and quantitative research to explore and validate feature ideas
Partner with product designers to ensure a fun and delightful user experience in our product
Work with engineers to help guide feature development
Perform experiment analysis on features and find opportunities for optimization
Define your key performance indicator(s) that drive company goals, and achieve them!",,,,,,,,,,,,,
1953547,"Senior Product Manager, Duolingo English Test","https://careers.duolingo.com/jobs/7562886002?gh_jid=7562886002","Duolingo","Pittsburgh","No","5","Full time","2025-02-05T03:13:08.379617Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and even though we've made a lot of headway, we still have work to do  and thats where you come in!","Our Product Managers (PMs) have ownership over product optimizations and features, from independently run experiments to major product decisions. Backed by strong analytical skills and business acumen, and inspired by access to senior leadership and transparency into how they make product decisions, our PMs develop insights that lead to new product ideas and Duolingos next beloved feature.","5 years of product management or related industry experience
Experience building AI or video related products
Experience leading projects and teams
Ability to apply user insights, data, and statistical analyses to inform decisions
An instinct for creating simple and intuitive user experiences
Demonstrated ability to be resourceful, curious, and innovative
A desire to make the world a better place through technology and education
Bachelors Degree in Engineering, Business, Design, Psychology, or equivalent","Exceptional candidates will have...","Advanced degree in Business, Computer Science, Design, Psychology, or equivalent
Understanding of machine learning concepts, frameworks, and best practices","Take a peek at how we care for our employees' holistic well-being with our benefits here.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.","Join our life-changing mission to develop education for our half a billion (and growing!) learners around the world.","Were looking for an experienced Platform Product Manager to increase the security of Duolingo English Test. You will lead the development of an innovative testing platform using the latest Machine Learning  AI technologies aimed at creating a secure test environment.","The Duolingo English Test is one of our fastest growing businesses at Duolingo. With over 5,000 partner institutions, we are disrupting the high-stakes language-assessment market. Students can take our test from home because it is proctored through AI-based technology. The Duolingo English Test saves students time and money, allowing partner institutions to provide a better experience to their students and to gain access to a more diverse applicant pool. If you love making a difference in the world through technology, this is the place for you.","You will...","Build features that enhance the security and authenticity of the test
Collaborate with a team of AI researchers and engineers building new AI-powered feature
Partner with product designers to ensure a delightful user experience while considering trade-offs to increase test security
Work with executive leadership to drive product strategy for the Duolingo English Test
Drive product features through their entire creative cycle ideation, specification, development, release, analysis, and iteration
Perform qualitative and quantitative research to explore and validate feature ideas
Be responsible for hitting the key performance indicators you are entrusted with","You have...",,"We post a multi-level salary range for all of our roles.","This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.",,,,,,,,,,,,,,,
1953546,"Senior Product Designer, Music","https://careers.duolingo.com/jobs/7419977002?gh_jid=7419977002","Duolingo","Seattle","No","Not specified","Full time","2025-02-05T03:13:08.379631Z","Our mission at Duolingo is to develop the best education in the world and make it universally available. Its a big mission, and even though we've made a lot of headway, we still have work to do  and thats where you come in!","Duolingos designers care about creating high-quality experiences that look and feel fun. From animators to writers, product designers to researchers, Design brings purpose, feeling, and delight to every interaction with our brand, inside the app and out. As a designer, youll join a culture of creativity and craft, where we have a high bar for excellence and an endless curiosity about how to bring more unexpected quirk and fun to the pursuit of learning.",,"Have worked at a high-paced tech start-up
An exceptional bar for craftsmanship and visual design
Illustration and animation skill-sets
Experience participating in or leading user research sessions","Please include a link to your portfolio showcasing relevant work samples. A portfolio submission is mandatory for consideration of your candidacy.","Take a peek at how we care for our employees' holistic well-being with our benefits here.","We will do everything we can within reason to make sure that your interview takes place in an environment that fairly and accurately assesses your skills. If you need assistance or accommodation, please contact your recruiter.","Duolingo is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.","By applying for this position your data will be processed as per the Duolingo Applicant Privacy Notice.","Join us in our mission to develop education for our half a billion (and growing!) learners around the world.","We are looking for a music enthusiast who can marry their understanding of music theory and instruments, with their passion for using technology to build meaningful musical learning experiences. You will join our Music team to help us deliver the best education in the world through evidence-based practices. Join Duolingo to feel empowered as an educator, impacting millions of learners.",,"Work on user experiences for New Subjects within the Duolingo app
Play a peer leadership role on the New Subjects design team
Work collaboratively with designers and artists to build upon and expand the Duolingo design language
Partner with engineers and product managers to define both the long-term strategy and the short-term tactics for our products
Sometimes work on very broadly defined, loose concepts, and sometimes on narrowly defined, tactical features
Work in a highly energetic fashion with the design and product teams
Consider all parts when crafting the experience from copy to animation to business impact",,"Passion for music that drives innovative thinking
Understanding of music fundamentals and basic piano skills
An online portfolio with consumer mobile app samples
Design experience in a consumer application, product, or software role
A desire to strive for excellence in your work, down to every detail
The ability to explain your work, process, and decisions and seek feedback to help you produce your best work","Exceptional candidates will have...","We post a multi-level salary range for all of our roles.","This is not inclusive of the rest of our awesome portfolio that includes equity compensation and world-class benefits. Our salary ranges are the same for all US locations. Your recruiter can share more details about the range for a specific level during the hiring process. The actual salary within the range is determined by many factors including but not limited to, skills, experience, education, and internal equity.",,"You will...","You have...",,,,,,,,,,,,
